序号,上部温度1,上部温度2,上部温度3,上部温度4,上部温度5,上部温度6,上部温度7,上部温度8,上部温度9,上部温度10,上部温度11,上部温度12,上部温度13,上部温度14,上部温度15,上部温度16,上部温度17,下部温度1,下部温度2,下部温度3,下部温度4,下部温度5,下部温度6,下部温度7,下部温度8,下部温度9,下部温度10,下部温度11,下部温度12,下部温度13,下部温度14,下部温度15,下部温度16,下部温度17
3458,334.1920346887694,410.3704903765977,548.2985397380872,654.915685922906,750.9942707457094,849.0081666920343,913.2357412470166,915,915,915,915,915,915,915,915,850,750,257.40043847693323,401.8018303859776,550,650,750,850,915,915,915,915,915,915,915,915,915,850,750
3459,334.0532531661663,411.1443690742462,548.5521479792965,654.3289263610736,750.9836364645208,850.9944033636222,913.2795269581025,915,915,915,915,915,915,915,915,850,750,256.21249899925704,402.4114264215558,550,650,750,850,915,915,915,915,915,915,915,915,915,850,750
3460,334.0532531661663,411.1443690742462,548.0800099843343,653.491526789679,750.9836364645208,849.973604542631,913.358112834594,915,915,915,915,915,915,915,915,850,750,257.31473064788054,401.3474390202919,550,650,750,850,915,915,915,915,915,915,915,915,915,850,750
3461,334.23824325229884,411.2322775068687,549.0022781123753,654.3262963078112,750.9942707457094,850.6432732864694,913.3356086307604,915,915,915,915,915,915,915,915,850,750,256.23020711916257,402.7186896867988,550,650,750,850,915,915,915,915,915,915,915,915,915,850,750
3462,334.0874553476202,411.1443690742462,548.865397140484,654.4829897350525,750.9942707457094,851.0561415719982,913.3267385896246,915,915,915,915,915,915,915,915,850,750,257.3826703860351,402.0209699792297,550,650,750,850,915,915,915,915,915,915,915,915,915,850,750
3463,334.40082594505134,411.1443690742462,548.2297863527936,655.0998282245006,750.9942707457094,849.100566774203,913.2642711756256,915,915,915,915,915,915,915,915,850,750,257.31473064788054,402.2863115639997,550,650,750,850,915,915,915,915,915,915,915,915,915,850,750
3464,334.0874553476202,411.0326018908734,547.4895573128775,654.7163885956963,750.9942707457094,850.9944102553749,913.2280566224124,915,915,915,915,915,915,915,915,850,750,256.2480606007794,402.3606737751056,550,650,750,850,915,915,915,915,915,915,915,915,915,850,750
3465,334.0874553476202,411.1443690742462,547.194026528822,654.7921435495774,750.9942707457094,849.010438769175,913.3356086307604,915,915,915,915,915,915,915,915,850,750,256.1445592611025,402.4651228897552,550,650,750,850,915,915,915,915,915,915,915,915,915,850,750
3466,334.40082594505134,411.1443690742462,547.2924820295356,655.7623427402141,750.9836364645208,850.9944102553749,913.3356086307604,915,915,915,915,915,915,915,915,850,750,257.3826703860351,402.2918532828026,550,650,750,850,915,915,915,915,915,915,915,915,915,850,750
3467,334.0874553476202,411.1660900505812,546.3083789291676,655.3741471731942,750.9942707457094,849.0530131988733,913.3267385896246,915,915,915,915,915,915,915,915,850,750,257.40043847693323,402.36949966339,550,650,750,850,915,915,915,915,915,915,915,915,915,850,750
3468,334.1920346887694,410.3103592966197,548.1812272736098,654.9061066626319,750.9942707457094,849.0012657466687,913.349242793458,915,915,915,915,915,915,915,915,850,750,257.3826703860351,401.66233119724944,550,650,750,850,915,915,915,915,915,915,915,915,915,850,750
3469,334.0532531661663,411.1443690742462,548.5521479792965,654.2748536828873,750.936191728682,849.9498413121913,913.2910703341698,915,915,915,915,915,915,915,915,850,750,257.3826703860351,402.32389591700303,550,650,750,850,915,915,915,915,915,915,915,915,915,850,750
3470,334.0874553476202,411.1778083340995,547.3025290378238,654.779520589411,750.9468260098706,850.1043034699408,913.3345631677688,915,915,915,915,915,915,915,915,850,750,257.3826703860351,402.3538410160136,550,650,750,850,915,915,915,915,915,915,915,915,915,850,750
3471,334.0874553476202,411.1778083340995,548.0228731257192,655.4307138387693,750.9836364645208,849.9119394204376,913.354223055242,915,915,915,915,915,915,915,915,850,750,257.3826703860351,401.64847800642855,550,650,750,850,915,915,915,915,915,915,915,915,915,850,750
3472,334.0532531661663,411.1778083340995,548.3184039097748,655.4046876953583,750.9836364645208,851.3864708650557,913.3356086307604,915,915,915,915,915,915,915,915,850,750,257.3826703860351,402.2918532828026,550,650,750,850,915,915,915,915,915,915,915,915,915,850,750
3473,334.0532531661663,411.1443690742462,548.0800099843343,653.9713173111762,750.9836364645208,849.9457403429419,913.3480200968768,915,915,915,915,915,915,915,915,850,750,257.40043847693323,401.6254972133811,550,650,750,850,915,915,915,915,915,915,915,915,915,850,750
3474,334.0874553476202,411.1778083340995,548.9725164242471,653.9740029203955,750.936191728682,850.9893103113297,913.3356086307604,915,915,915,915,915,915,915,915,850,750,256.1445592611025,402.263641245998,550,650,750,850,915,915,915,915,915,915,915,915,915,850,750
3475,334.0874553476202,411.1443690742462,548.2112846260117,655.4268899157988,750.9836364645208,850.9944102553749,913.3356086307604,915,915,915,915,915,915,915,915,850,750,257.3826703860351,401.6454701732833,550,650,750,850,915,915,915,915,915,915,915,915,915,850,750
3476,334.23824325229884,411.2322775068687,546.659076609109,655.3031394561863,750.9836364645208,851.2092609836631,913.3881896714402,915,915,915,915,915,915,915,915,850,750,257.40037850594064,403.4240526963839,550,650,750,850,915,915,915,915,915,915,915,915,915,850,750
3477,334.0874553476202,411.1778083340995,546.6293149209808,655.4990772422218,750.9836364645208,851.3864708650557,913.3345631677688,915,915,915,915,915,915,915,915,850,750,257.3826703860351,402.29957728955554,550,650,750,850,915,915,915,915,915,915,915,915,915,850,750
3478,334.0874553476202,411.06604115072673,547.531540808404,654.7202125186668,750.9942707457094,849.5398186488061,913.2910703341698,915,915,915,915,915,915,915,915,850,750,256.1445592611025,402.27136525275097,550,650,750,850,915,915,915,915,915,915,915,915,915,850,750
3479,334.0874553476202,411.1443690742462,548.8544413904527,654.2526514624468,750.9836364645208,849.7255286257505,913.3356086307604,915,915,915,915,915,915,915,915,850,750,257.3826703860351,402.2468904316698,550,650,750,850,915,915,915,915,915,915,915,915,915,850,750
3480,334.0874553476202,411.1443690742462,546.4103904202299,655.421916234444,750.9942707457094,849.3925434052253,913.3387744259588,915,915,915,915,915,915,915,915,850,750,256.2302670901552,402.36949966339,550,650,750,850,915,915,915,915,915,915,915,915,915,850,750
3481,334.0874553476202,411.1778083340995,548.3184039097748,654.5923024034801,750.9836364645208,849.010438769175,913.3552685182336,915,915,915,915,915,915,915,915,850,750,257.31473064788054,402.2772151707073,550,650,750,850,915,915,915,915,915,915,915,915,915,850,750
3482,334.0874553476202,411.1778083340995,548.9250990131424,655.1860678044261,750.9942707457094,849.9644105210892,913.3266636154876,915,915,915,915,915,915,915,915,850,750,256.21249899925704,401.5555748395466,550,650,750,850,915,915,915,915,915,915,915,915,915,850,750
3483,333.09838431578913,412.3697830201924,547.3696034088468,656.3186076530874,750.206471652099,851.4765988700836,913.4524993159964,915,915,915,915,915,915,915,915,850,750,258.7199884697941,402.302779549272,550,650,750,850,915,915,915,915,915,915,915,915,915,850,750
3484,334.0874553476202,410.1312760219149,548.8831155176159,654.7749150104918,750.6115546619782,849.5398186488061,913.3018008160212,915,915,915,915,915,915,915,915,850,750,258.2562357968048,401.5837868763512,550,650,750,850,915,915,915,915,915,915,915,915,915,850,750
3485,334.0874553476202,411.1660900505812,546.0971412590424,655.4268899157988,750.9942707457094,849.0823833048335,913.3368864741702,915,915,915,915,915,915,915,915,850,750,257.40043847693323,402.3213902911672,550,650,750,850,915,915,915,915,915,915,915,915,915,850,750
3486,333.622724697798,411.1660900505812,548.0800099843343,653.9740029203955,750.9836364645208,849.9549343644837,913.3356086307604,915,915,915,915,915,915,915,915,850,750,257.40043847693323,402.3972352740753,550,650,750,850,915,915,915,915,915,915,915,915,915,850,750
3487,334.0532531661663,411.1778083340995,548.3184039097748,654.9390820130545,750.9836364645208,849.9549343644837,913.3356086307604,915,915,915,915,915,915,915,915,850,750,257.3826703860351,402.2918532828026,550,650,750,850,915,915,915,915,915,915,915,915,915,850,750
3488,334.0874553476202,411.1443690742462,548.8831155176159,653.9740029203955,750.9836364645208,850.9939166548444,913.3356086307604,915,915,915,915,915,915,915,915,850,750,257.3826703860351,402.263641245998,550,650,750,850,915,915,915,915,915,915,915,915,915,850,750
3489,334.0874553476202,411.0326018908734,546.8545464007758,655.384416889251,750.9836364645208,849.7342359385145,913.3552685182336,915,915,915,915,915,915,915,915,850,750,257.4182319875575,402.335890754871,550,650,750,850,915,915,915,915,915,915,915,915,915,850,750
3490,334.23824325229884,411.2322775068687,546.659076609109,654.9555288961914,750.9942707457094,849.6199627894154,913.3356086307604,915,915,915,915,915,915,915,915,850,750,256.162267381008,403.3116262817463,550,650,750,850,915,915,915,915,915,915,915,915,915,850,750
3491,333.622724697798,411.1778083340995,548.2334039498505,654.9130558696436,750.9942707457094,851.0039005192631,913.3356086307604,915,915,915,915,915,915,915,915,850,750,257.40043847693323,402.28545424760966,550,650,750,850,915,915,915,915,915,915,915,915,915,850,750
3492,334.0874553476202,411.06604115072673,546.9425640821684,654.6133548655362,750.9836364645208,849.0068901403796,913.2446112881524,915,915,915,915,915,915,915,915,850,750,257.4182319875575,402.3606737751056,550,650,750,850,915,915,915,915,915,915,915,915,915,850,750
3493,334.23824325229884,411.2539984832037,548.0048590843136,654.9321328060429,750.9836364645208,848.999989195014,913.3480200968768,915,915,915,915,915,915,915,915,850,750,257.40037850594064,403.42675609325016,550,650,750,850,915,915,915,915,915,915,915,915,915,850,750
3494,334.23824325229884,411.2539984832037,548.0150522650279,654.9555288961914,750.9836364645208,848.999989195014,913.3345631677688,915,915,915,915,915,915,915,915,850,750,256.2479752100607,403.8867058442821,550,650,750,850,915,915,915,915,915,915,915,915,915,850,750
3495,334.0532531661663,418.5946401980688,548.9725164242471,654.2786776058578,750.9942707457094,850.055025234895,913.2642711756256,915,915,915,915,915,915,915,915,850,750,257.31473064788054,401.49333724421297,550,650,750,850,915,915,915,915,915,915,915,915,915,850,750
3496,334.0639278972577,411.1778083340995,548.3361222869067,655.4283702106769,750.9942707457094,849.5293480756096,913.3480200968768,915,915,915,915,915,915,915,915,850,750,257.31473064788054,402.2918532828026,550,650,750,850,915,915,915,915,915,915,915,915,915,850,750
3497,334.0532531661663,411.06604115072673,546.9125067297665,654.894356651697,750.9942707457094,849.9132159720923,913.2357412470166,915,915,915,915,915,915,915,915,850,750,257.4182319875575,402.3888858119102,550,650,750,850,915,915,915,915,915,915,915,915,915,850,750
3498,334.0874553476202,418.5946401980688,546.961665684539,655.126039153307,750.9836364645208,849.7529061166618,913.2446112881524,915,915,915,915,915,915,915,915,850,750,257.31473064788054,402.4371608120903,550,650,750,850,915,915,915,915,915,915,915,915,915,850,750
3499,334.0874553476202,418.6163611744037,548.3184039097748,654.9061066626319,750.9836364645208,849.5198719190041,913.2570227542687,915,915,915,915,915,915,915,915,850,750,256.21249899925704,402.296738967619,550,650,750,850,915,915,915,915,915,915,915,915,915,850,750
3500,334.0532531661663,418.5946401980688,548.5941314748229,654.2622307227209,750.9468260098706,849.9503280209691,913.2000729915618,915,915,915,915,915,915,915,915,850,750,256.1445592611025,402.296738967619,550,650,750,850,915,915,915,915,915,915,915,915,915,850,750
3501,334.23824325229884,411.2539984832037,548.348165597903,654.9180295509984,750.9836364645208,850.9944102553749,913.3913959920994,915,915,915,915,915,915,915,915,850,750,257.40037850594064,402.7667990590216,550,650,750,850,915,915,915,915,915,915,915,915,915,850,750
3502,334.0532531661663,411.1778083340995,548.1871292680975,654.8985962655959,750.9468260098706,851.0617415557659,913.2642711756256,915,915,915,915,915,915,915,915,850,750,257.40043847693323,401.69819087203547,550,650,750,850,915,915,915,915,915,915,915,915,915,850,750
3503,334.0874553476202,411.1660900505812,548.865397140484,654.8090985953239,750.9942707457094,851.0606639910367,913.3267385896246,915,915,915,915,915,915,915,915,850,750,257.3826703860351,402.2333165069605,550,650,750,850,915,915,915,915,915,915,915,915,915,850,750
3504,334.0874553476202,418.4494337548427,546.8545464007758,655.4353194176886,750.9942707457094,851.2274375612799,913.2446112881524,915,915,915,915,915,915,915,915,850,750,257.3502922494029,402.40245973661945,550,650,750,850,915,915,915,915,915,915,915,915,915,850,750
3505,334.0874553476202,411.1778083340995,548.9073806360104,654.8087168825708,750.9942707457094,849.5385420971514,913.2446112881524,915,915,915,915,915,915,915,915,850,750,256.21249899925704,402.3448483398418,550,650,750,850,915,915,915,915,915,915,915,915,915,850,750
3506,334.40082594505134,411.1443690742462,548.2598437051954,654.3312557749385,750.9942707457094,849.964897229867,913.1413640156384,915,915,915,915,915,915,915,915,850,750,257.31473064788054,402.3584222645511,550,650,750,850,915,915,915,915,915,915,915,915,915,850,750
3507,334.0874553476202,418.56120093821545,548.8353397880821,654.0265953037037,750.9836364645208,849.9644105210892,913.1934233998152,915,915,915,915,915,915,915,915,850,750,256.1445592611025,402.3166363030372,550,650,750,850,915,915,915,915,915,915,915,915,915,850,750
3508,334.0874553476202,411.1778083340995,549.0093364037497,654.0055428416476,750.9836364645208,850.1879685621415,913.2788087459602,915,915,915,915,915,915,915,915,850,750,257.31473064788054,402.0603911115596,550,650,750,850,915,915,915,915,915,915,915,915,915,850,750
3509,334.0532531661663,418.482873014696,546.5641791327441,655.4517663008254,750.9836364645208,849.5106778974623,913.2446112881524,915,915,915,915,915,915,915,915,850,750,257.3826703860351,402.35257234659474,550,650,750,850,915,915,915,915,915,915,915,915,915,850,750
3510,334.0874553476202,418.56120093821545,548.2112846260117,655.3886343071107,750.9836364645208,848.9976961188378,913.2230634488908,915,915,915,915,915,915,915,915,850,750,257.3826703860351,401.5868946201463,550,650,750,850,915,915,915,915,915,915,915,915,915,850,750
3511,334.0874553476202,411.1443690742462,548.1914204543241,654.5883523681559,750.1915842327912,851.0742108389494,913.2260151487992,915,915,915,915,915,915,915,915,850,750,257.33249873877867,402.3361704634039,550,650,750,850,915,915,915,915,915,915,768,915,915,850,750
3512,334.0874553476202,411.1778083340995,548.0051547485873,655.4353194176886,750.9942707457094,851.3859841562779,913.1934233998152,915,915,915,915,915,915,915,915,850,750,257.3826703860351,401.4286461141356,550,650,750,850,915,915,915,915,915,915,915,915,915,850,750
3513,334.0874553476202,418.5946401980688,548.3375055121454,655.126039153307,750.9942707457094,850.1605910712301,913.1934233998152,915,915,915,915,915,915,915,915,850,750,257.3826703860351,402.0603911115596,550,650,750,850,915,915,915,915,915,915,915,915,915,850,750
3514,334.0874553476202,419.4368544066279,548.2112846260117,655.3886343071107,750.9836364645208,849.9878612152999,913.2642711756256,915,915,915,915,915,915,915,915,850,750,257.3826703860351,401.4004340773311,550,650,750,850,915,915,915,915,915,915,915,915,915,850,750
3515,334.36662376359743,418.56120093821545,547.6057311907231,655.7006910413775,750.9836364645208,849.4632509762511,913.2570227542687,915,915,915,915,915,915,915,915,850,750,257.31473064788054,401.6702531935179,550,650,750,850,915,915,915,915,915,915,915,915,915,850,750
3516,334.40082594505134,411.1778083340995,548.3860645913292,654.7868939427921,750.9836364645208,850.1692983839941,913.2570227542687,915,915,915,915,915,915,915,915,850,750,257.05594714369505,402.38132743311456,550,650,750,850,915,915,915,915,915,915,915,915,915,850,750
3517,334.0874553476202,419.1922969240528,548.0242563509579,654.9344764341353,750.9836364645208,851.6008348845661,913.5141100652412,915,915,915,915,915,915,915,915,850,750,257.3826703860351,402.26301127124935,550,650,750,850,915,915,915,915,915,915,915,915,915,850,750
3518,334.0874553476202,420.06412767519663,546.5221956372177,655.5163057813074,750.9942707457094,851.1036882555752,913.2230634488908,915,915,915,915,915,915,915,915,850,750,258.1370356896568,403.1890147125246,550,650,750,850,915,915,915,915,915,915,915,915,915,850,750
3519,334.0874553476202,418.5829219145504,547.8980354648241,655.4517663008254,750.9942707457094,851.0048808285713,913.2446112881524,915,915,915,915,915,915,915,915,850,750,257.3826703860351,402.296738967619,550,650,750,850,915,915,915,915,915,915,915,915,915,850,750
3520,334.40082594505134,418.6163611744037,547.6827931220844,654.9169820979132,750.9942707457094,849.9462270517197,913.267115491986,915,915,915,915,915,915,915,915,850,750,256.21249899925704,402.3332180608917,550,650,750,850,915,915,915,915,915,915,915,915,915,850,750
3521,334.40082594505134,418.5946401980688,548.3846813660905,654.2635268977281,750.9836364645208,849.9549343644837,913.2446112881524,915,915,915,915,915,915,915,915,850,750,257.3826703860351,402.3332180608917,550,650,750,850,915,915,915,915,915,915,915,915,915,850,750
3522,334.40082594505134,418.5946401980688,547.334465525062,654.9390820130545,750.9942707457094,849.9549343644837,913.2446112881524,915,915,915,915,915,915,915,915,850,750,255.88577575691696,402.3448483398418,550,650,750,850,915,915,915,915,915,915,915,915,915,850,750
3523,334.0532531661663,418.5946401980688,548.0051547485873,654.9390820130545,750.9836364645208,851.0125868329917,913.2260151487992,915,915,915,915,915,915,915,915,850,750,256.9880074055405,402.3448483398418,550,650,750,850,915,915,915,915,915,915,915,915,915,850,750
3524,334.0874553476202,418.56120093821545,548.2112846260117,654.5909706392823,750.9942707457094,849.9644105210892,913.2446112881524,915,915,915,915,915,915,915,915,850,750,255.8178360187624,402.7547730524576,550,650,750,850,915,915,915,915,915,915,915,915,915,850,750
3525,334.0532531661663,418.56120093821545,548.5698663564284,654.2748536828873,750.9836364645208,849.9462270517197,913.2642711756256,915,915,915,915,915,915,915,915,850,750,256.21249899925704,401.6848913056132,550,650,750,850,915,915,915,915,915,915,915,915,915,850,750
3526,334.0874553476202,418.482873014696,546.6293149209808,654.9555288961914,750.9836364645208,850.9948969641526,913.2446112881524,915,915,915,915,915,915,915,915,850,750,257.0915087452174,401.8431154442875,550,650,750,850,915,915,915,915,915,915,915,915,915,850,750
3527,334.0874553476202,418.5946401980688,547.8278459210438,654.3148231060292,750.9836364645208,851.2274375612799,913.2642711756256,915,915,915,915,915,915,915,915,850,750,255.88577575691696,401.6367819333904,550,650,750,850,915,915,915,915,915,915,915,915,915,850,750
3528,333.09838431578913,420.9729802555879,547.8175860458948,656.4474259581821,750.1958373709105,849.9731178338533,913.4679619523088,915,915,915,915,915,915,915,915,850,750,258.3253254892995,402.3309915860766,550,650,750,850,915,915,915,915,915,915,915,915,915,850,750
3529,334.8084743156832,418.5923493295741,547.5555231530216,654.3289263610736,750.5534756449508,848.976712673352,913.2375513252448,915,915,915,915,915,915,915,915,850,750,257.40043847693323,403.03495357108073,550,650,750,850,915,915,915,915,915,915,915,915,915,850,750
3530,334.23824325229884,418.649109370838,548.0135416311322,654.6064056585245,750.9448255380621,849.7342359385145,913.2446112881524,915,915,915,915,915,915,915,915,850,750,255.9034838768225,403.50737249246055,550,650,750,850,915,915,915,915,915,915,915,915,915,850,750
3531,334.8084743156832,418.56120093821545,548.2303862283823,654.5883523681559,750.9836364645208,850.1605910712301,913.2446112881524,915,915,915,915,915,915,915,915,850,750,257.05594714369505,401.6702531935179,550,650,750,850,915,915,915,915,915,915,915,915,915,850,750
3532,334.8084743156832,418.5946401980688,548.9073806360104,654.7959674725479,750.9836364645208,849.5111646062401,913.2446112881524,915,915,915,915,915,915,915,915,850,750,257.05594714369505,402.296738967619,550,650,750,850,915,915,915,915,915,915,915,915,915,850,750
3533,346.22754079892775,431.5315844824375,546.987197909402,655.633426868124,750.6347327344887,851.213937464933,913.5902707422116,915,915,915,915,915,915,915,915,850,750,259.4069498351746,403.7014232808224,550,650,750,850,915,915,915,915,915,915,915,915,915,850,750
3534,334.309541484407,418.8533130231448,548.2599625105308,654.3124794779368,750.6347327344887,851.2144310654635,913.2446112881524,915,915,915,915,915,915,915,915,850,750,255.90354384781503,402.4479015208981,550,650,750,850,915,915,915,915,915,915,915,915,915,850,750
3535,334.8084743156832,418.56120093821545,547.8781712931366,654.9937715124825,750.9942707457094,849.9562109161384,913.2260151487992,915,915,915,915,915,915,915,915,850,750,257.05594714369505,402.139461294627,550,650,750,850,915,915,915,915,915,915,915,915,915,850,750
3536,347.831582490791,431.887347055813,548.0800099843343,654.7585397336726,750.9836364645208,851.0000670459531,913.5457324456208,915,915,915,915,915,915,915,915,850,750,258.5205166027518,401.73472361524006,550,650,750,850,915,915,915,915,915,915,915,915,915,850,750
3537,334.8084743156832,418.5829219145504,547.8980354648241,654.748725042029,750.9836364645208,851.0000670459531,913.2230634488908,915,915,915,915,915,915,915,915,850,750,257.25059890188845,402.42608851928645,550,650,750,850,915,915,915,915,915,915,915,915,915,850,750
3538,334.0874553476202,418.5829219145504,548.8844987428546,653.9867523304184,750.9448255380621,849.2061326105381,913.2446112881524,915,915,915,915,915,915,915,915,850,750,255.88577575691696,402.3166363030372,550,650,750,850,915,915,915,915,915,915,915,915,915,850,750
3539,334.0874553476202,418.50459399103096,547.5966765966407,654.2747033235909,750.9942707457094,850.9948969641526,913.2357412470166,915,915,915,915,915,915,915,915,850,750,255.92133735843936,402.4522143322533,550,650,750,850,915,915,915,915,915,915,915,915,915,850,750
3540,334.0874553476202,418.56120093821545,548.5698663564284,654.3865001614953,750.9836364645208,849.9549343644837,913.2467316203588,915,915,915,915,915,915,915,915,850,750,257.05594714369505,402.7965590139714,550,650,750,850,915,915,915,915,915,915,915,915,915,850,750
3541,334.8084743156832,418.56120093821545,547.8980354648241,654.9543232443473,750.9836364645208,849.954447655706,913.2570227542687,915,915,915,915,915,915,915,915,850,750,257.05594714369505,402.3448483398418,550,650,750,850,915,915,915,915,915,915,915,915,915,850,750
3542,334.0874553476202,418.56120093821545,548.5521479792965,654.2584067997504,750.936191728682,849.9498413121913,913.2642711756256,915,915,915,915,915,915,915,915,850,750,256.9880074055405,402.4114264215558,550,650,750,850,915,915,915,915,915,915,915,915,915,850,750
3543,334.9592622203618,418.649109370838,549.0022781123753,653.7770709120749,750.9836364645208,851.0130735417695,913.2446112881524,915,915,915,915,915,915,915,915,850,750,257.2003672836394,403.4515391134848,550,650,750,850,915,915,915,915,915,915,915,915,915,850,750
3544,334.8084743156832,418.5946401980688,548.8491301276016,653.9529504583394,750.9836364645208,851.3859841562779,913.288208425969,915,915,915,915,915,915,915,915,850,750,257.05594714369505,402.5173128185136,550,650,750,850,915,915,915,915,915,915,915,915,915,850,750
3545,334.77427213422925,418.56120093821545,547.8781712931366,654.7061178298661,750.9836364645208,851.0125868329917,913.2000729915618,915,915,915,915,915,915,915,915,850,750,256.03025586785395,402.36666134145344,550,650,750,850,915,915,915,915,915,915,915,915,915,850,750
3546,334.0532531661663,418.5946401980688,548.3184039097748,654.915685922906,750.9836364645208,849.5385420971514,913.2570227542687,915,915,915,915,915,915,915,915,850,750,256.9880074055405,402.3448483398418,550,650,750,850,915,915,915,915,915,915,915,915,915,850,750
3547,334.8084743156832,418.5946401980688,547.9812009050792,654.396724240181,750.9942707457094,849.5293480756096,913.2357412470166,915,915,915,915,915,915,915,915,850,750,257.200427254632,402.3942826836246,550,650,750,850,915,915,915,915,915,915,915,915,915,850,750
3548,335.574679501793,418.9840653951102,548.5073514077209,655.6598060409626,750.9448255380621,849.964897229867,913.2446112881524,915,915,915,915,915,915,915,915,850,750,256.0124877769558,402.3448483398418,550,650,750,850,915,915,915,915,915,915,915,915,915,850,750
3549,334.77427213422925,418.56120093821545,547.8980354648241,654.7224513876994,750.9836364645208,850.3470018659173,913.2559772912772,915,915,915,915,915,915,915,915,850,750,257.25059890188845,401.6848913056132,550,650,750,850,915,915,915,915,915,915,915,915,915,850,750
3550,334.8084743156832,418.5946401980688,548.1219934798607,654.2897551998458,750.9942707457094,849.9562109161384,913.2357412470166,915,915,915,915,915,915,915,915,850,750,257.25059890188845,402.2685269308144,550,650,750,850,915,915,915,915,915,915,915,915,915,850,750
3551,334.87885147537844,417.6369414052256,546.6216280903551,654.7613480021954,750.9942707457094,851.0230574061882,913.2446112881524,915,915,915,915,915,915,915,915,850,750,257.21822076525626,402.3888858119102,550,650,750,850,915,915,915,915,915,915,915,915,915,850,750
3552,334.8084743156832,418.5946401980688,548.2112846260117,655.3298604125747,750.9942707457094,849.0823833048335,913.2642711756256,915,915,915,915,915,915,915,915,850,750,256.0804275151104,402.2685269308144,550,650,750,850,915,915,915,915,915,915,915,915,915,850,750
3553,334.95823987487927,418.6889732851773,548.4410492101982,655.1430385371665,750.9942707457094,851.0601772822589,913.2357412470166,915,915,915,915,915,915,915,915,850,750,257.2683669927866,402.3970962901288,550,650,750,850,915,915,915,915,915,915,915,915,915,850,750
3554,334.8084743156832,418.5946401980688,548.0051547485873,654.7145473317559,750.9942707457094,851.3864777568084,913.2446112881524,915,915,915,915,915,915,915,915,850,750,257.25059890188845,402.3448483398418,550,650,750,850,915,915,915,915,915,915,915,915,915,850,750
3555,317.99114762825263,405.8396296836461,542.868834322261,652.9386856277938,751.5063966917727,851.2092609836631,913.2319025932712,915,915,915,915,915,915,915,915,850,750,249.39693969033215,403.71778796518566,550,650,750,850,915,915,915,915,915,915,915,915,915,850,750
3556,315.3597803055233,404.0826228120428,543.531963806793,651.6814749066098,751.5063966917727,849.5385420971514,913.2544958955248,915,915,915,915,915,915,915,915,850,750,249.55927328288607,403.3490211210002,550,650,750,850,915,915,915,915,915,915,915,915,915,850,750
3557,316.17208373423057,405.2992733778247,543.3235509161345,652.284681351579,751.5063966917727,849.5298347843874,913.2741557829982,915,915,915,915,915,915,915,915,850,750,249.50594359046548,402.6475762848154,550,650,750,850,915,915,915,915,915,915,915,915,915,850,750
3558,316.06658692813073,405.763439534542,543.7401568534771,651.7827485461042,751.467585765314,849.5111646062401,913.2544958955248,915,915,915,915,915,915,915,915,850,750,249.37923157042655,402.55467311793353,550,650,750,850,915,915,915,915,915,915,915,915,915,850,750
3559,316.1711662692799,405.5284785045872,543.2846773005809,651.7918252349439,751.5170309729613,850.0363550567477,913.245625854389,915,915,915,915,915,915,915,915,850,750,249.5916514195181,402.6693892864271,550,650,750,850,915,915,915,915,915,915,915,915,915,850,750
3560,316.06658692813073,405.6182330913159,543.9019875564085,651.8388813992083,751.5063966917727,849.5193852102263,913.2544958955248,915,915,915,915,915,915,915,915,850,750,249.6094449301425,402.4547752999787,550,650,750,850,915,915,915,915,915,915,915,915,915,850,750
3561,316.5809079807478,405.9657340412319,543.7938884935398,652.0920288104858,751.491803848651,849.5385420971514,913.2669073616412,915,915,915,915,915,915,915,915,850,750,248.4678436878341,401.9229281205096,550,650,750,850,915,915,915,915,915,915,915,915,915,850,750
3562,316.10078910958464,405.9669521234297,543.6867692097767,651.8823473921423,751.1574929617406,850.9939166548444,913.2544958955248,915,915,915,915,915,915,915,915,850,750,249.57388332862,402.5828851547381,550,650,750,850,915,915,915,915,915,915,915,915,915,850,750
3563,315.1376941687365,405.26583411797134,544.1959154867756,651.9754010871975,751.5063966917727,851.6013284850966,913.2741557829982,915,915,915,915,915,915,915,915,850,750,249.57388332862,401.89471608370496,550,650,750,850,915,915,915,915,915,915,915,915,915,850,750
3564,316.10078910958464,405.7300002746887,544.6275153048404,652.3950316799131,751.5170309729613,849.7342359385145,913.2544958955248,915,915,915,915,915,915,915,915,850,750,249.57388332862,401.8345433804061,550,650,750,850,915,915,915,915,915,915,915,915,915,850,750
3565,316.10078910958464,405.7300002746887,544.2871500841862,650.4032173796408,751.5094947908036,850.0028653160506,913.2544958955248,915,915,915,915,915,915,915,915,850,750,249.50594359046548,402.6348251243568,550,650,750,850,915,915,915,915,915,915,915,915,915,850,750
3566,312.0445417738913,402.63192891082775,542.4724398949661,651.7744745002826,751.5170309729613,850.0124876791342,913.0805496050624,915,915,915,915,915,915,915,915,850,750,245.3248616936844,402.65727140702927,550,650,750,850,915,915,915,915,915,915,915,915,915,850,750
3567,315.3797701415217,405.76114866604735,543.6698575492164,651.5191081123809,751.5063966917727,851.2890615672376,913.2413263500326,915,915,915,915,915,915,915,915,850,750,249.50594359046548,402.55467311793353,550,650,750,850,915,915,915,915,915,915,915,915,915,850,750
